Expediente|Numero|Inscripcion|Fojas|Tomo|Libro|Predio|Fecha|Lugar|Observaciones
44824|1|538||83|2||19/5/10 000000|CHOLULA, PUE.|
44907|1|245|62 VTA|272|1||16/8/10 000000|CHOLULA,  PUE.|
45778|1|1344378||||390297|1/9/11 000000|PUEBLA|
45861|1|1344047||||139798|31/8/11 000000|PUEBLA|
45862|1|1343851||||143024|31/8/11 000000|PUEBLA|
45997|1|209|52 FTE|SECC 2da.|VOL 8||1/9/11 000000|DISTRITO DE ZARAGOZA, TLAXCALA|
42985|1|437|56|141|1||14/3/08 000000|HUEJOTZINGO|
43149|1|1342533||||009780|26/8/11 000000|PUEBLA|
45822|1|1622|220 vta|147|1||31/8/11 000000|Huejotzingo, Puebla|
45972|1|1341554||||071164|24/8/11 000000|PUEBLA|
45979|1|1341018||||339628|23/8/11 000000|PUEBLA|
45906|1|134083||||98321|19/8/11 000000|PUEBLA, PUE|
45976|1|146|036 VTA|SECC 2|VOL 7||18/8/11 000000|OCAMPO, TLAX|
45955|1|308|78 vta|94|2||19/8/11 000000|CHOLULA, PUE|
45547|1|107401|||||24/3/11 000000|HUEJOTZINGO, PUE|
45856|1|809|218 FTE|288|1||18/8/11 000000|CHOLULA, PUE|
45827|1|888|238|288|1||23/8/11 000000|CHOLULA,  PUEBLA|
45978|1|458902|||||22/8/11 000000|PUEBLA|FOLIO MERCANTIL ELECTRONICO
45974|1|458702|||||18/8/11 000000|PUEBLA|FOLIO MERCANTIL ELECTRONICO
44747|1|1340023||||311276|19/8/11 000000|PUEBLA|
45428|1|295|297|VIII|II||17/6/11 000000|ACATLAN DE OSORIO, PUEBLA|
45413|2|581|146|41|II||14/7/11 000000|TEZIUTLAN, PUEBLA|POR LA HIPOTECA
45413|1|1051|184|162|I||14/7/11 000000|TEZIUTLAN, PUEBLA|POR LA COMPRA.VENTA
45445|2|156|244 VTA|XIX|2o.||24/5/11 000000|TECAMACHALCO, PUEBLA|POR LA HIPOTECA
45445|1|1200|208|LXXXI|1o.||27/5/11 000000|TECAMACHALCO, PUEBLA|POR LA COMPRA.VENTA
45447|2|424|119 FTE|SECC 2da|VOL 16||9/6/11 000000|DISTRITO CUAUHTEMOC, TLAXCALA|POR LA HIPOTECA
45447|1|1078|178 FTE|SECC 1ra.|VOL 101||25/4/11 000000|DISTRITO CUAUHTEMOC, TLAX|POR LA COMPRA-VENTA
45500|2|153|244|XIX|2o||26/5/11 000000|TECAMACHALCO, PUEBLA|POR LA HIPOTECA
45500|1|1189|206|LXXXI|1o||26/5/11 000000|TECAMACHALCO, PUEBLA|POR LA COMPRA.VENTA
45466|2|157|245|XIX|2o||27/5/11 000000|TECAMACHALCO, PUEBLA|POR LA HIPOTECA
45466|1|1201|208|LXXXI|1o||27/5/11 000000|TECAMACHALCO, PUEBLA|COMPRA.VENTA
45346|3|373|88 VTA|SECC 2DA|VOL 21||13/5/11 000000|DISTRITO DE HIDALGO, TLAXCALA|POR LA HIPOTECA
45346|2|674|125 FTE|SECC 1ERA|VOL 126||4/5/11 000000|DISTRITO DE HIDALGO, TLAXCALA|COMPRA-VENTA
45346|1|521|241 VTA|SECC 2|VOL 20||18/4/11 000000|DISTRITO DE HIDALGO, TLAXCALA|CANCELACION DE HIPOTECA
45993|1|1085486|||||22/8/11 000000|PUEBLA, PUEBLA.|Matricula-346, tomo 2011
42108|1|1340288||||13645B1|19/8/11 000000|PUEBLA, PUE.|
45246|1|1338366||||200773|16/8/11 000000|PUEBLA|
43228|1|391392|||||24/4/08 000000|PUEBLA, PUE.|FOLIO MERCANTIL ELECTRONICO
45950|1|1338785||||71164|16/8/11 000000|PUEBLA.|
45618|1|1333811||||213054|2/8/11 000000|PUEBLA|
45743|1|163|53 FTE|5 VARIOS|||15/8/11 000000|PUEBLA, PUE|
42785|1|38246|||||28/11/07 000000|PUEBLA, PUE.|FOLIO MERCANTIL ELECTRONICO
45882|1|1085385||78||MATRI 77|5/8/11 000000|PUEBLA, PUEBLA|
45883|1|1085361||78||MATRI 77|1/8/11 000000|PUEBLA|
45811|1|1429|197 VTA|147|1||10/8/11 000000|HUEJOTZINGO, PUEBLA|
45852|1|1428|197 VTA|147|1||10/8/11 000000|HUEJOTZINGO, PUEBLA|
45925|1|456382|||||2/8/11 000000|PUEBLA|FOLIO MERCANTIL ELECTRONICO
45902|1|661|169|288|1||11/8/11 000000|CHOLULA, PUEBLA|
45800|1|1335395||||34421|5/8/11 000000|PUEBLA, PUEBLA|
45910|2|1336123||||335460|9/8/11 000000|PUEBLA, PUEBLA|POR LA HIPOTECA
45910|1|1336112||||335460|9/8/11 000000|PUEBLA|POR LA COMPRA-VENTA
45917|1|1085335|||||26/7/11 000000|Puebla, Puebla|
45896|1|457532|||||26/7/11 000000|Puebla, Puebla|
42362|1|363452|||||27/4/07 000000|PUEBLA, PUE.|FOLIO MERCANTIL ELECTRONICO
42359|1|363452|||||27/4/07 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
42289|1|909450|||||12/3/07 000000|PUEBLA,  PUE.|P/196/2003
42228|1|1875111|||||5/3/07 000000|PUEBLA, PUE.|FOLIO MERCANTIL ELECTRONICO
45138|1|1333270||||209028|1/8/11 000000|PUEBLA|
42467|1|366|100 VTA.|VI|1 COMERCIO||2/7/07 000000|HUEJOTZINGO,  PUE.|
42327|1|913241|||||3/4/07 000000|PUEBLA,  PUE.|MAT/501/2001
45899|1|1039|64 F|21|2||2/8/11 000000|HUEJOTZINGO,  PUE.|
45874|1|568|145 VTA.|288|1||2/8/11 000000|CHOLULA,  PUE. |
45943|1|946|237 VTA.|93|2||2/8/11 000000|CHOLULA,  PUE.|
45912|1|572|146 VTA.|288|1||2/8/11 000000|CHOLULA,  PUE.|
45909|1|1085336|||||26/7/11 000000|PUEBLA, PUE.|MAT-319    TOMO -2011
45897|1|457592|||||26/7/11 000000|PUEBLA,  PUE.|FOLIO MERCANTIL ELECTRONICO 
45844|1|1333754|192-204|649|QUINTO|130928|2/8/11 000000|PUEBLA, PUE.|
45787|1|122|34|288|1||21/7/11 000000|cholula, puebla|
45795|1|121|34|288|1||21/7/11 000000|cholula, puebla|
45921|1|457602|||||26/7/11 000000|Puebla, Puebla.|
45916|1|457512|||||26/7/11 000000|puebla, puebla|folio mercantil electronico
45887|1|1024|219|XLIV|1 Com.Aux||22/7/11 000000|PUEBLA,  PUE.|Mat 182/Tomo 33 Libro 1
45516|2|467|117 vta|93|2||20/7/11 000000|cholula, puebla|mutuo
45516|1|594|181|287|1||20/7/11 000000|cholula, puebla|c-v
45491|1|---|---|---|---||8/3/11 000000|CHOLULA PUEBLA.|copias 110-113, tomo 7041, libro 2
45643|1|1325458||||185652|30/6/11 000000|PUEBLA|
45281|1|1330017|474 A 498|614|5|1231|15/7/11 000000|PUEBLA, PUELA|
45593|1|1330141|210 A 225|615|5|303818|15/7/11 000000|PUEBLA, PUEBLA|
45780|1|1330407|112 A 126|617|5|128391|16/7/11 000000|PUEBLA, PUEBLA|
45848|1|1085230|----|----|---||13/7/11 000000|PUEBLA, PUEBLA|FOLIO MERCANTIL
45907|1|1085264|-|-|-||19/7/11 000000|PUEBLA, PUEBLA|
45901|1|457132|||||18/7/11 000000|PUEBLA, PUEBLA|FOLIO MERCANTIL
45886|1|1011|215 VTA|XLIV|--||18/7/11 000000|PUEBLA, PUEBLA|
45885|1|993|211 VTA|XLIV|------||13/7/11 000000|PUEBLA, PUEBLA|CHECAR EN ELTOMO SI ES 2 O L
45744|2|1322773||||432794|23/6/11 000000|PUEBLA, PUE.|CASA 12946-1
45744|1|1322773||||410393|23/6/11 000000|PUEBLA, PUE.|
45054|1|1330548|407-418|622|quinto|90153 1|20/7/11 000000|Puebla, Puebla.|
45514|1|1309666|500 a 517|423|5|154528|17/5/11 000000|PUEBLA, PUE.|
45825|1|362|91 Vta.|93|2||14/7/11 000000|CHOLULA, PUE.|
45823|1|419|137|287|1||14/7/11 000000|CHOLULA,  PUE.|
42984|2|1298|181 FTE|147|1||18/7/11 000000|HUEJOTZINGO, PUE|EDIF PICO DE ORIZABA 31
45871|1|1325469||||29037|30/6/11 000000|PUEBLA|
45870|1|1328155||||347166|8/7/11 000000|PUEBLA|
45849|1|456502|||||11/7/11 000000|PUEBLA|FOLIO MERCANTIL ELECTRONICO
41648|1|1327188||||188553|6/7/11 000000|PUEBLA|
45867|1|456382|||||7/7/11 000000|puebla, puebla|folio mercantil electronico
45891|1|1327711||||93784|7/7/11 000000|PUEBLA, PUE.|
45746|1|1323433||||9706|24/6/11 000000|PUEBLA, PUE.|
45843|1|1325179||||268041|29/6/11 000000|PUEBLA, PUE.|
45842|1|1325420||||268041|30/6/11 000000|PUEBLA,  PUE.|
45863|1|455842|||||29/6/11 000000|PUEBLA|
45869|1|1326942|75 A 77|587|5||5/7/11 000000|PUEBLA|BOLETA DE INGRESO 201138176
45755|1|456552|||||11/7/11 000000|PUEBLA|
45779|1|1171|165 FTE|147|1||5/7/11 000000|HUEHOTZINGO, PUEBLA|
45830|1|1172|165 VTA|147|1||5/7/11 000000|HUEJOTZINGO, PUEBLA|
45773|1|189|250|XIX|2do.||28/6/11 000000|TECAMACHALCO, PUEBLA.|
45845|1|60|284|287|1||30/6/11 000000|CHOLULA, PUE.|ERROR EN REG PUB EN FECHA REGIS
45838|1|57|27 vta|287|1||1/7/11 000000|CHOLULA, PUEBLA|
45876|1|58|28|287|1||1/7/11 000000|CHOLULA,  PUE.|
45431|2|6/2011|171 FTE.|V|3||30/6/11 000000|CHOLULA, PUE.|P/MARTHA ROJAS TOXQUI
45431|1|6/2011|171 FRENTE|V|3||30/6/11 000000|CHOLULA, PUE.|P/OPERADORA DE FARMACIAS A.F.
45836|1|704|205|286|1||27/6/11 000000|CHOLULA, PUE.|
45859|1|455312|||||22/6/11 000000|PUEBLA|BOLETA DE PAGO 400018373
45739|1|1084950|||||27/5/11 000000|PUEBLA|MAT. 221/2011
45791|1|1085076|||||23/6/11 000000|Puebla, Pue.|Mat.733/2007
42827|1|912|154|69|I||11/5/11 000000|TLATLAUQUITEPEC, PUEBLA|
45704|1|937|197|XLIV|1 Com.Aux||22/6/11 000000|Puebla, Pue.|Mat.86/Tomo 23 Libro 1
45839|2|227|34 FTE|21|2||28/6/11 000000|HUEJOTZINGO, PUE|
45839|1|1112|155 VTA|147|1||28/6/11 000000|HUEJOTZINGO, PUE|
45770|1|1324269||||388821|27/6/11 000000|PUEBLA|
45895|1|875|441|V|IV||28/6/11 000000|CIUDAD SERDAN, PUEBLA.|
45614|2|1323021||||95906|23/6/11 000000|PUEBLA|CASA 8113, PRIV 15 A SUR
45614|1|1321789||||127649|21/6/11 000000|PUEBLA|DEPTO 5 CASA 7520 D, PRIV 15 B SUR
45792|1|931|195 VTA|XLIV|1 COM AUX||20/6/11 000000|PUEBLA|MAT.379/TOMO 6 LIBRO 6to.
45551|2|1320207|6 a 43|525|5|303285|15/6/11 000000|Puebla, Pue.|Hipoteca
45551|1|1320174|6 a 43|525|5|303285|15/6/11 000000|Puebla, Pue.|Compra-Venta
45776|1|1322982|346 a 363|552|Quinto|127135|23/6/11 000000|Puebla, Pue.|
42883|2|594|213|286|1||23/6/11 000000|CHOLULA, PUEBLA|
42883|1|595|213|286|1||23/6/11 000000|CHOLULA, PUEBLA|
45731|1|593|212|286|1||23/6/11 000000|Cholula, Pue.|
45820|1|216|32 Vta.|21|2||24/6/11 000000|Huejotzingo, Pue.|
45796|1|33853|||||23/6/11 000000|CHOLULA, PUE|FOLIO MERCANTIL ELECTRONICO
45759|2|1321582||||159868|20/6/11 000000|PUEBLA, PUE.|HIPOTECA
44983|1|1318873||||209028|10/6/11 000000|PUEBLA, PUEBLA|INDICE DE PREDIOS
45759|1|1321530||||159868|20/6/11 000000|PUEBLA, PUE|C-V
45645|1|413|109 VTA|284|1||9/5/11 000000|CHOLULA, PUEBLA|
45749|1|388|120 Vta.|286|1||17/6/11 000000|CHOLULA, PUE.|Copias 1-28 Tomo 10908 Libro 5
44746|1|1320839|266 a 284|530|5|311276|16/6/11 000000|Puebla, Pue.|
45442|1|777|141 VTA||VOL 126||24/5/11 000000|TLAXCALA|SECCION PRIMERA DTO DE HIDALGO
45847|1|1321071|362 a 378|532|5 |136771|17/6/11 000000|Puebla, Pue.|
45775|1|1014|14 vta.|147|1||17/6/11 000000|HUEJOTZINGO,  PUEBLA.|
42479|1|20|6 FTE|XLVI|1 AUX||9/6/07 000000|PUEBLA, PUE|
45789|1|1315583||||16104 1|2/6/11 000000|PUEBLA|
45515|1|1316661|499 a 516|491|5|159724|6/6/11 000000|PUEBLA|
45709|1|1318381||||75572 1|9/6/11 000000|PUEBLA|
45788|1|1317717||||260657 1|7/6/11 000000|PUEBLA, PUEBLA|
45180|2|856|175 VTA|1 DE COMER|1||14/10/10 000000|HUEJOTZINGO, PUE|
45180|1|856|146 VTA|19|2||14/10/10 000000|HUEJOTZINGO, PUE|
45215|2|660|175 FTE|6 DE COMER|1||14/10/10 000000|HUEJOTZINGO, PUE|
45215|1|855|146 VTA|19|2||14/10/10 000000|HUEJOTZINGO, PUE|
45766|1|204749||||124686|11/5/11 000000|TECALI DE HERRERA, PUE|
45220|1|98|27 VTA|SECC 2|VOL 16||17/10/10 000000|CUAUHTEMOC, TLAXCALA|
45814|1|54|33 FTE|66|1||30/5/11 000000|HUEJOTZINGO, PUE|
45458|2|1316075|-|-|-|410138|3/6/11 000000|Puebla, Pue.|Hipoteca
45458|1|1316054|-|-|-|410138|3/6/11 000000|Puebla, Pue.|Compra-Venta
45781|1|454602|-|-|-||3/6/11 000000|Puebla, Pue.|Folio Mercantil Electrnico
45782|1|1085013|-|-|-||10/6/11 000000|Puebla, Pue.|Mat 237/2011
45341|1|184|48 Vta.|286|1||8/6/11 000000|Cholula, Pue.|
45762|1|164|246|XIX|2||3/6/11 000000|TECAMACHALCO, PUE|
45490|1|1316650|114 a 129|492|5|304332|6/6/11 000000|PUEBLA, PUE.|
45783|1|28|8 FTE|1|8||1/6/11 000000|HUEJOTZINGO, PUE|
45784|1|29|8 Vta.|2|8||2/6/11 000000|HUEJOTZINGO, PUE.|
45785|1|30|8 Vta.|2|8||2/6/11 000000|HUEJOTZINGO, PUE.|
45451|2|290|73 FTE.|SECC 1era.|VOL. 127||19/4/11 000000|DISTRITO DE HIDALGO, TLAXCALA|
45451|1|521|99 VTA|SECC 2da.|VOL. 20||19/4/11 000000|DISTRITO DE HIDALGO, TLAXCALA|
45753|1|513|54 vta|285|1||30/5/11 000000|PUEBLA, PUEBLA|
45582|1|1312526||||160040|25/5/11 000000|puebla, puebla|
45764|1|453752|||||20/5/11 000000|PUEBLA|FOLIO MERCANTIL ELECTRONICO
45566|1|1311844|15-30|445|5|78358|23/5/11 000000|PUEBLA,PUE.|
45732|1|1313439|331-348|458|5|225453|26/5/11 000000|PUEBLA, PUE.|
45653|1|518|141 vta|283|1||14/4/11 000000|CHOLULA, PUEBLA|
45674|1|1084931|||||25/5/11 000000|PUEBLA, PUE.|
45754|1|362712|||||25/5/11 000000|PUEBLA, PUEBLA.|
45774|1|440742|||||16/5/11 000000|PUEBLA, PEUBLA.|
45644|1|1301942||||298315|20/4/11 000000|PUEBLA, PUEBLA|
45592|4|1310516||||431759|19/5/11 000000|PUEBLA|CASA 40-2
45592|3|1310516||||0431758|19/5/11 000000|PUEBLA|CASA 40-1
45592|2|1310516||||126543|19/5/11 000000|PUEBLA|REGIMEN DE PROPIEDAD EN CONDOMINIO
45592|1|1310491||||126543|25/2/11 000000|PUEBLA|ERECCION
45742|1|792|216 Vta.|284|1||19/5/11 000000|CHOLULA,  PUEBLA|
45691|2|1310524||||426309|19/5/11 000000|PUEBLA|POR LA HIPOTECA
45691|1|1310504||||426309|19/5/11 000000|PUEBLA,|POR LA COMPRA-VENTA
45729|1|365|100 Vta.|Secc. 2|Vol. 16||16/5/11 000000|Distrito de Cuauhtemoc,Tlaxcal|
45440|1|681|126 fte.|Secc. 1|Vol. 126||14/5/11 000000|Distrito de Hidalgo, Tlaxcala|
45703|1|14073|||||18/5/11 000000|cholula, Puebla|
45676|2|1309408||||18594|11/5/11 000000|PUEBLA, PUE|HIPOTECA
45676|1|1309395||||18594|11/5/11 000000|PUEBLA, PUE|COMPRA-VENTA
45270|1|1309789||||427857|17/5/11 000000|PUEBLA,PUE|
45441|1|679|125 Vta.|Sec. 1|Vol. 126||4/5/11 000000|Distrito de Hidalgo, Tlaxcala|
45604|1|1698|234 VTA|145|1||10/5/11 000000|HUEJOTZINGO, PUE|
45601|1|1697|234 VTA|145|1||10/5/11 000000|HUEJOTZINGO, PUE|
45687|1|1696|234 VTA|145|1||10/5/11 000000|HUEJOTZINGO, PUEBLA|
43798|1|104300||||199717 FME|11/12/08 000000|PUEBLA|
45528|1|1304436|119-188|362|Quinto|141654|29/4/11 000000|Puebla, Pue.|
45685|1|1304830|201-218|370|QUINTO|382466|3/5/11 000000|PUEBLA, PUE.|
45531|1|1302967|315 a 330|347|5to|204706|26/4/11 000000|Puebla, Puebla  |
45710|1|1084774|||||28/4/11 000000|PUEBLA, PUE|MAT 174/2011
45686|1|1303162||||287950|27/4/11 000000|PUEBLA, PUE|
45397|1|363452|||||27/4/11 000000|PUEBLA, PUE|
45635|1|363452|||||28/4/11 000000|PUEBLA, PUE|
45655|1|153|44|284|1||29/4/11 000000|Cholula|
41886|1|1287|----|139|1||22/2/07 000000|Huejotzingo, Puebla|
45694|1|382912|||||25/4/11 000000|PUEBLA, PUE|
45394|1|382912|||||25/4/11 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
45638|1|370872|||||25/4/11 000000|PUEBLA, PUE|
45698|1|880|184|XLIV|||25/4/11 000000|PUEBLA, PUE|MAT 182 TOMO33 LIBRO 1
45595|2|1300331||||431410|15/4/11 000000|PUEBLA|DE LA HIPOTECA
45595|1|1300302||||224049|15/4/11 000000|PUEBLA|DE LA COMPRA-VENTA
45561|2|1299940||||431395|15/4/11 000000|PUEBLA|DE LA HIPOTECA
45561|1|1299916||||224049|15/4/11 000000|PUEBLA|POR LA COMPRA-VENTA
45512|2|1300516||||431417|15/4/11 000000|PUEBLA|DE LA HIPOTECA
45667|1|652|175|283|1||25/4/11 000000|CHOLULA, PUE|
45512|1|1300497||||224049|15/4/11 000000|PUEBLA|DE LA COMPRA-VENTA
45668|1|653|175 VTA|283|1||25/4/11 000000|CHOLULA, PUE|
45560|2|1300238||||431405|15/4/11 000000|PUEBLA|DE LA HIPOTECA
45560|1|1300213||||224049|15/4/11 000000|PUEBLA|DE LA COMPRA-VENTA
45400|2|69|17 FTE|SECCION 2a|VOLUMEN 5||25/3/11 000000|DTRO DE LARDZABAL Y URIB, TLAX|DE LA HIPOTECA
45400|1|990|212 VTA|SECCION 1a|VOLUMEN 23||25/3/11 000000|DTRO DE LARDZABAL Y URIB TLAX|DE LA COMPRA-VENTA
45421|2|779|405|3|2||4/4/11 000000|XICOTEPEC DE JUAREZ, PUEBLA|POR LA HIPOTECA
45421|1|101|26 VTA|111|1||4/4/11 000000|XICOTEPEC DE JUAREZ, PUEBLA|POR LA COMPRA-VENTA
45558|2|162|57|XIX|DOS||13/4/11 000000|HUAUCHINANGO, PUEBLA|POR LA HIPOTECA
45558|1|964|166 FTE|LXV|UNO||13/4/11 000000|HUAUCHINANGO, PUEBLA|POR LA COMPRA-VENTA
45506|2|1349|229 VTA|19|2||8/4/11 000000|TLAXCALA, TLAXCALA|POR LA HIPOTECA
45506|1|1650|227 FTE|145|1||8/4/11 000000|TLAXCALA, TLAXCALA|POR LA COMPRA-VENTA
45429|2|945|237 VTA|90|2||6/4/11 000000|CHOLULA, PUEBL|POR LA HIPOTECA
45429|1|270|78 VTA|283|1||6/4/11 000000|CHOLULA, PUEBLA|POR LA COMPRA-VENTA
45518|2|1296359||||403947|5/4/11 000000|PUEBLA|POR LA HIPOTECA
45518|1|1296354||||403947|5/4/11 000000|PUEBLA|POR LA COMPRA-VENTA
45425|2|710|178 VTA|90|2||24/3/11 000000|CHOLULA, PUEBLA|POR LA HIPOTECA
45425|1|783|215 VTA|282|1||24/3/11 000000|CHOLULA, PUEBLA|POR LA COMPRA.-VENTA
45349|2|1292898||||159149|24/3/11 000000|PUEBLA|POR LA HIPOTECA
45349|1|1292885||||159149|24/3/11 000000|PUEBLA|POR LA COMPRA-VENTA
45683|1|79|19 FTE|VOL 5|SECC 2||13/4/11 000000|LARDIZABAL Y URIBE, TLAX.|
45678|1|325|90 VTA|VOL 16|SECC 2||12/4/11 000000|CUAUHTEMOC, TLAX|
45711|1|1377|234 VTA|19|2||19/4/11 000000|HUEJOTZINGO, PUE|
45718|1|872|182 VTA|XLIV|||15/4/11 000000|PUEBLA, PUE|MAT 86 TOMO23 LIBRO 1
45716|1|873|182 VTA|XLIV|||15/4/11 000000|PUEBLA, PUE|MAT 86 TOMO 23 LIBRO 1
45717|1|871|182 VTA|XLIV|||15/4/11 000000|PUEBLA, PUE|MAT 86 TOMO23 LIBRO 1
45706|1|874|183|XLIV|||15/4/11 000000|PUEBLA, PUE|MAT 86 TOMO 23 LIBRO 1
45669|1|613|165 VTA|283|1||19/4/11 000000|CHOLULA, PUE|
45688|1|538|146vta|283|1|0|15/4/11 000000|Cholula, Puebla|
45660|1|0|0|0|0|451762|12/4/11 000000|PUEBLA|FOLIO MERCANTIL ELECTRONICO
45661|1|0|0|0|0|451772|12/4/11 000000|PUEBLA|FOLIO MERCANTIL ELECTRONICO
45659|1|0|0|0|0|451922|13/4/11 000000|PUEBLA|FOLIO MERCANTIL ELECTRONICO
45646|1|534|1454|283|1||15/4/11 000000|CHOLULA, PUE|
45642|1|451122|||||4/4/11 000000|PUEBLA, PUE|
39319|1|858|234|282|1||25/3/11 000000|CHOLULA, PUEBLA|
39317|1|857|234|282|1||25/3/11 000000|CHOLULA, PUEBLA|
45689|1|363452|||||12/4/11 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
45666|1|870|182|XLIV|||14/4/11 000000|PUEBLA, PUE|MAT 379 TOMO 6 LIBRO 6
45548|1|7|3|91|2||12/4/11 000000|CHOLULA, PUE|
45576|1|379|107|283|1||12/4/11 000000|CHOLULA, PUE|
45521|1|358|101 VTA|283|1||11/4/11 000000|CHOLULA, PUE|
45665|1|1350|250 FTE|19|2||8/4/11 000000|HUEJOTZINGO, PUE|
44671|1|1636|225 VTA|145|1||4/4/11 000000|HUEJOTZINGO, PUE|
44672|5|1648|227 FTE|145|1||8/4/11 000000|HUEJOTZINGO, PUE|JESUS Y MA DEL CARMEN NAVA GTZ
44672|4|1644|226 VTA|145|1||8/4/11 000000|HUEJOTZINGO, PUE|MARIA DEL CARMEN NAVA GUTIERREZ
44672|3|1645|226 VTA|145|1||8/4/11 000000|HUEJOTZINGO, PUE|JESUS NAVA GUTIERREZ
44672|2|1646|226 VTA|145|1||28/4/11 000000|HUEJOTZINGO, PUE|JULIA FLORES MIRANDA
44672|1|1647|227 fte|145|1||8/4/11 000000|HUEJOTZINGO, PUE|SAUL NAVA GUTIERREZ
45623|2|344|60|2|2||31/3/11 000000|ZACATLAN, PUE|HIPOTECA
45623|1|1105|185 VTA|149|1||31/3/11 000000|ZACATLAN, PUE|COMPRA VENTA
45652|1|956|240|90|2||7/4/11 000000|CHOLULA, PUE|
45651|1|321|92 VTA|283|1||6/4/11 000000|CHOLULA, PUE|
45565|1|1084639|||COMERCIO|410/2007|5/4/11 000000|PUEBLA|
45480|1|1296056||||146042|4/4/11 000000|PUEBLA, PUE|
45365|1|1297053|199-213|278|5|431225|6/4/11 000000|PUEBLA|
45416|1|857|179 VTA|XLIV|1 AUX||1/4/11 000000|PUEBLA, PUE|MAT 379 TOMO 6 LIBRO 6
45415|1|856|179 VTA|XLIV|1 AUX||1/4/11 000000|PUEBLA, PUE|MAT379 TOMO 6 LIBRO6
45269|2|525|132 vuelta|87|2||16/11/10 000000|CHOLULA, PUEBLA.|
45269|1|180|47 vuelta|277|1||16/11/10 000000|CHOLULA, PUEBLA.|
45478|2|709|178 vuelta|90|2||24/3/11 000000|CHOLULA, PUEBLA.|
45478|1|784|215 vuelta|282|1||24/3/11 000000|CHOLULA, PUEBLA.|
45585|1|70|17 f y vta|5|seccion 2a||30/3/11 000000|Dto.de Lardizabal y Uribe Tlax|
45244|1|1295691|190-200|267|V|431137|1/4/11 000000|pUEBLA|
45414|1|851|178 VTA|XLIV|||30/3/11 000000|PUEBLA, PUE|MAT 379 TOMO 6 LIBRO 6
45663|1|450712|||||28/3/11 000000|PUEBLA, PUEBLA.|
45497|2|708|178|90|2||24/3/11 000000|Cholula Puebla.|
45497|1|705|216|282|1||24/3/11 000000|Cholula Puebla.|
45399|2|267|269|VIII|II||29/3/11 000000|Acatln de Osorio Puebla.|
45399|1|407|100 vuelta|57|I||29/3/11 000000|Acatln de Osorio Puebla.|
45513|1|786|216|282|1||24/3/11 000000|CHOLULA, PUE|
45648|1|192661||||145326|24/3/11 000000|PUEBLA, PUE|
45640|1|450502|||||23/3/11 000000|PUEBLA, PUE|
45455|1|1292917||||16104|24/3/11 000000|PUEBLA, PUE|
45649|1|22|7 FTE|VII|1 DE COMER||24/3/11 000000|HUEJOTZINGO, PUE|ESTAN REPARANDO EL SISTEMA SIGER
45163|1|1291176||||386272|17/3/11 000000|PUEBLA, PUE.|
45549|1|271|67 VTA|SECC 2a|VOL 21||9/3/11 000000|HIDALGO, TLAXCALA|
45280|3|284-3|70 VTA Y F|SECC 2a|VOL 21||15/3/11 000000|HIDALGO, TLAXCALA|HIPOTECA
45280|2|269-3|68 VTA|SECC1a|VOL 127||15/3/11 000000|HIDALGO, TLAXCALA|COMPRA VENTA
45280|1|521|99 VTA|SECC 2a|VOL 20||15/3/11 000000|HIDALGO, TLAXCALA|CANCELACION DE HIPOTECA
45418|3|269-2|68 FTE|SECC 1a|127||15/3/11 000000|HIDALGO, TLAXCALA|COMPRA VENTA
45418|2|521|99 VTA|SECC2a|VOL|20|15/3/11 000000|HIDALGO, TLAXCALA|CANCELACION DE HIPOTECA
45323|3|284-2|70 FTE|SECC 2a|VOL 21||15/3/11 000000|HIDALGO, TLAX|COMPRA VENTA
45323|2|269-1|68 FTE|SECC 1a|VOL 127||15/3/11 000000|HIDALGO, TLAX|
45418|1|284-1|70 FTE|SECC 2|VOL 21||15/3/11 000000|HIDALGO, TLAX|HIPOTECA
45323|1|1239|248 VTA|SECC 2|VOL 18||15/3/11 000000|HIDALGO, TLAX|HIPOTECA
44609|1|1290472||||42012|16/3/11 000000|PUEBLA, PUE|
45384|1|1290455||||57292|15/3/11 000000|PUEBLA, PUE|
45537|1|449912|||||16/3/11 000000|PUEBLA, PUE|
45461|2|1291524||||163237|18/3/11 000000|PUEBLA, PUE|HIPOTECA
45461|1|1291502||||163237|18/3/11 000000|PUEBLA, PUE|COMPRA VENTA
45150|1|1291549||||198860|18/3/11 000000|PUEBLA, PUE|
45407|1|1622|225 VTA|145|1||18/3/11 000000|HUEJOTZINGO, PUE|
45313|1|1623|224 fte|145|1||18/3/11 000000|HUEJOTZINGO, PUE|
44998|1|1290344||||422059|15/3/11 000000|PUEBLA, PUE|
45494|2|1289977||||386679|14/3/11 000000|PUEBLA, PUE|COMPRA VENTA
45494|1|1289926||||386679|14/3/11 000000|PUEBLA, PUE|CANCELACION DE HIPOTECA
45493|1|1289096|136-151|206|5|0389753 1|10/3/11 000000|PUEBLA, PUEBLA.|
45581|1|1288900||||50033|9/3/11 000000|PUEBLA, PUE|
45219|2|1276120||||F 345395-1|26/1/11 000000|PUEBLA, PUE|SEGREGACION DE PREDIO
45348|2|1287985||||119823|7/3/11 000000|PUEBLA, PUE|POR LA HIPOTECA
